date,rain_mm,temp_c,days_from_start,campo,anno,source
2026-01-01,52.42868111753296,1.606877263387048,0.0,pascolo_5,2026,
2026-01-08,5.929450725943752,1.2370389120919754,7.0,pascolo_5,2026,
2026-01-15,11.007224324487195,5.303337805611761,14.0,pascolo_5,2026,
2026-01-22,32.99271225695932,4.6813634055001785,21.0,pascolo_5,2026,
2026-01-29,23.45585857705146,4.611372157505628,28.0,pascolo_5,2026,
2026-02-05,22.64413045277891,6.470929263887001,35.0,pascolo_5,2026,
2026-02-12,22.62020111010088,6.657395662580257,42.0,pascolo_5,2026,
2026-02-19,3.602782705286245,7.278771518525673,49.0,pascolo_5,2026,
2026-02-26,6.2016397710813465,8.508697945731058,56.0,pascolo_5,2026,
2026-03-05,3.26919484894006,8.287391099475713,63.0,pascolo_5,2026,
2026-03-12,15.032388854763212,8.15833425975984,70.0,pascolo_5,2026,
2026-03-19,1.4941862169166598,6.488276963006911,77.0,pascolo_5,2026,
2026-03-26,58.32061251455656,4.983687700544124,84.0,pascolo_5,2026,
2026-04-02,0.9607153016872872,11.6146862211682,91.0,pascolo_5,2026,
2026-04-09,21.547749637722543,12.553349885486456,98.0,pascolo_5,2026,
2026-04-16,15.366368114257511,13.22390218462266,105.0,pascolo_5,2026,
2026-04-23,0.5649566650340887,13.992092280917744,112.0,pascolo_5,2026,
2026-04-30,0.612962245838844,9.970215098063193,0.0,pascolo_5,2026,
2026-05-01,7.76600241624692,13.111569341023769,,pascolo_5,2026,
2026-05-02,7.76600241624692,14.033372815450036,,pascolo_5,2026,
2026-05-03,10.393364563601182,14.747234916687034,,pascolo_5,2026,
2026-05-04,10.391647290777684,14.777325057983433,,pascolo_5,2026,
2026-05-05,10.462732425498444,14.704943847656295,,pascolo_5,2026,
2026-05-06,11.293469181829607,14.734147326151572,,pascolo_5,2026,
2026-05-07,15.438253989980666,14.14863293965658,,pascolo_5,2026,
2026-05-08,15.058961486698053,13.899357202318017,,pascolo_5,2026,era5
2026-05-09,13.730502104660758,13.66034166230935,,pascolo_5,2026,era5
2026-05-16,13.0,12.32,,pascolo_5,2026,open-meteo-archive
2026-05-17,1.5,13.15,,pascolo_5,2026,open-meteo-archive
2026-05-19,0.4870235919902654,13.98079240587026,,pascolo_5,2026,era5
2026-05-20,0.0283747910998499,16.26210776881169,,pascolo_5,2026,era5
2026-05-21,0.0025838612032202,17.452216022770585,,pascolo_5,2026,era5
2026-05-22,0.0008523463179699,17.947395760672464,,pascolo_5,2026,era5
2026-05-23,3.8,20.228571428571428,,pascolo_5,2026,open-meteo-archive
2026-05-24,3.8,20.766666666666666,,pascolo_5,2026,open-meteo-archive
2026-05-25,3.8,21.3,,pascolo_5,2026,open-meteo-archive
2026-05-26,3.8,21.55,,pascolo_5,2026,open-meteo-archive
2026-05-27,3.7,21.175000000000004,,pascolo_5,2026,open-meteo-archive
2026-05-28,3.7,20.925,,pascolo_5,2026,open-meteo-archive
2026-05-29,13.5,20.525,,pascolo_5,2026,open-meteo-archive
2026-05-30,15.5,20.200000000000003,,pascolo_5,2026,open-meteo-archive
2026-05-31,21.1,19.26,,pascolo_5,2026,open-meteo-archive
2026-06-01,22.6,18.46,,pascolo_5,2026,open-meteo-archive
2026-06-02,9.2,18.32,,pascolo_5,2026,open-meteo-archive
2026-06-03,7.1,18.46,,pascolo_5,2026,open-meteo-archive
2026-06-04,2.8,19.22,,pascolo_5,2026,open-meteo-archive
2026-06-05,2.8,19.84,,pascolo_5,2026,open-meteo-archive
2026-06-06,1.3,20.58,,pascolo_5,2026,open-meteo-archive
2026-06-07,0.0039451481939067,20.09424891318048,,pascolo_5,2026,era5
2026-06-08,0.064942350718411,21.333960752133976,,pascolo_5,2026,era5
2026-06-09,0.2915654549724422,22.22007032121934,,pascolo_5,2026,era5
2026-06-10,1.468421201025194,21.45976909768996,,pascolo_5,2026,era5
2026-06-11,3.440415859149226,17.837704976399777,,pascolo_5,2026,era5
2026-06-12,0.0012785195231401,19.268667063993576,,pascolo_5,2026,era5
2026-06-13,0.0008523463179699,21.58748926962579,,pascolo_5,2026,era5
2026-06-14,0.9,23.61428571428572,,pascolo_5,2026,open-meteo-archive
2026-06-15,0.0209629520782073,23.04411892361111,,pascolo_5,2026,era5
2026-06-16,0.0770002604895125,22.800676195549272,,pascolo_5,2026,era5
2026-06-17,0.0004885731641479,23.58815155029299,,pascolo_5,2026,era5
2026-06-18,0.0374061916659229,24.80271979437936,,pascolo_5,2026,era5
2026-06-19,0.1249179244382503,26.038884013407937,,pascolo_5,2026,era5
2026-06-20,0.4992066175013576,26.33267525120789,,pascolo_5,2026,era5
2026-06-21,0.2090507674665787,25.71780524976328,,pascolo_5,2026,era5
2026-06-22,0.1100152730373338,26.03145010811943,,pascolo_5,2026,era5
2026-06-23,0.1358762382892564,25.73240196591337,,pascolo_5,2026,era5
2026-06-24,0.2100691199302673,25.645527407997577,,pascolo_5,2026,era5
2026-06-25,0.0545978546142578,26.47847159249443,,pascolo_5,2026,era5
2026-06-26,0.0026226043701171,26.07804420872742,,pascolo_5,2026,era5
2026-06-27,-5.5425175560230855e-06,26.904963005913658,,pascolo_5,2026,era5
2026-06-28,0.0021428604668471,27.422516497443723,,pascolo_5,2026,era5
2026-06-29,0.0888348365783997,27.555910205841087,,pascolo_5,2026,era5
2026-06-30,7.334157823663645,25.845825449625693,,pascolo_5,2026,era5
2026-07-01,16.998650504547186,23.26552382249099,,pascolo_5,2026,era5
2026-07-02,19.899222253116022,20.29564501444503,,pascolo_5,2026,era5
2026-07-03,0.0008597968985668,22.41756422254776,,pascolo_5,2026,era5
2026-07-04,0.0682413576100771,23.01515260584216,,pascolo_5,2026,era5
2026-07-05,1.455283164887078,22.90687354592717,,pascolo_5,2026,era5
2026-07-06,2.530533075287167,23.72346626050546,,pascolo_5,2026,era5
2026-07-07,0.0008225440524256,25.12432632446292,,pascolo_5,2026,era5
2026-07-08,3.5,24.428571428571427,,pascolo_5,2026,open-meteo-archive
2026-07-09,0.8023411034514538,25.17627665201826,,pascolo_5,2026,era5
2026-07-10,1.386880874633789,24.95550253731864,,pascolo_5,2026,era5
2026-07-11,0.365018374871795,25.290506526402112,,pascolo_5,2026,era5
2026-07-12,0.0157389604282798,24.437393624441995,,pascolo_5,2026,era5
