date,rain_mm,temp_c,days_from_start,campo,anno,source
2026-01-01,52.42868111753296,1.606877263387048,0.0,pascolo_3,2026,
2026-01-08,5.929450725943752,1.2370389120919754,7.0,pascolo_3,2026,
2026-01-15,11.007224324487195,5.303337805611761,14.0,pascolo_3,2026,
2026-01-22,32.99271225695932,4.6813634055001785,21.0,pascolo_3,2026,
2026-01-29,23.45585857705146,4.611372157505628,28.0,pascolo_3,2026,
2026-02-05,22.64413045277891,6.470929263887001,35.0,pascolo_3,2026,
2026-02-12,22.62020111010088,6.657395662580257,42.0,pascolo_3,2026,
2026-02-19,3.602782705286245,7.278771518525673,49.0,pascolo_3,2026,
2026-02-26,6.2016397710813465,8.508697945731058,56.0,pascolo_3,2026,
2026-03-05,3.26919484894006,8.287391099475713,63.0,pascolo_3,2026,
2026-03-12,15.032388854763212,8.15833425975984,70.0,pascolo_3,2026,
2026-03-19,1.4941862169166598,6.488276963006911,77.0,pascolo_3,2026,
2026-03-26,58.32061251455656,4.983687700544124,84.0,pascolo_3,2026,
2026-04-02,0.9607153016872872,11.6146862211682,91.0,pascolo_3,2026,
2026-04-09,21.547749637722543,12.553349885486456,98.0,pascolo_3,2026,
2026-04-16,15.366368114257511,13.22390218462266,105.0,pascolo_3,2026,
2026-04-23,0.5649566650340887,13.992092280917744,112.0,pascolo_3,2026,
2026-04-30,0.612962245838844,9.970215098063193,0.0,pascolo_3,2026,
2026-05-01,7.76600241624692,13.111569341023769,,pascolo_3,2026,
2026-05-02,7.76600241624692,14.033372815450036,,pascolo_3,2026,
2026-05-03,10.393364563601182,14.747234916687034,,pascolo_3,2026,
2026-05-04,10.391647290777684,14.777325057983433,,pascolo_3,2026,
2026-05-05,10.462732425498444,14.704943847656295,,pascolo_3,2026,
2026-05-06,11.293469181829607,14.734147326151572,,pascolo_3,2026,
2026-05-07,15.438253989980666,14.14863293965658,,pascolo_3,2026,
2026-05-08,15.058961486698053,13.899357202318017,,pascolo_3,2026,era5
2026-05-09,13.730502104660758,13.66034166230935,,pascolo_3,2026,era5
2026-05-16,13.0,12.32,,pascolo_3,2026,open-meteo-archive
2026-05-19,0.4870235919902654,13.98079240587026,,pascolo_3,2026,era5
2026-05-20,0.0283747910998499,16.26210776881169,,pascolo_3,2026,era5
2026-05-21,0.0025838612032202,17.452216022770585,,pascolo_3,2026,era5
2026-05-22,0.0008523463179699,17.947395760672464,,pascolo_3,2026,era5
2026-05-23,3.8,20.21428571428571,,pascolo_3,2026,open-meteo-archive
2026-05-24,3.8,20.75,,pascolo_3,2026,open-meteo-archive
2026-05-25,3.8,21.3,,pascolo_3,2026,open-meteo-archive
2026-05-26,3.8,21.55,,pascolo_3,2026,open-meteo-archive
2026-05-27,3.7,21.175000000000004,,pascolo_3,2026,open-meteo-archive
2026-05-28,3.7,20.925,,pascolo_3,2026,open-meteo-archive
2026-05-29,13.5,20.525,,pascolo_3,2026,open-meteo-archive
2026-05-30,15.5,20.200000000000003,,pascolo_3,2026,open-meteo-archive
2026-05-31,21.1,19.475,,pascolo_3,2026,open-meteo-archive
2026-06-01,21.1,18.55,,pascolo_3,2026,open-meteo-archive
2026-06-02,9.2,18.275,,pascolo_3,2026,open-meteo-archive
2026-06-03,7.1,18.44,,pascolo_3,2026,open-meteo-archive
2026-06-04,2.8,19.2,,pascolo_3,2026,open-meteo-archive
2026-06-05,2.8,19.82,,pascolo_3,2026,open-meteo-archive
2026-06-06,1.3,20.56,,pascolo_3,2026,open-meteo-archive
2026-06-07,1.4,20.42,,pascolo_3,2026,open-meteo-archive
2026-06-08,1.4,20.2,,pascolo_3,2026,open-meteo-archive
2026-06-09,0.1,20.34,,pascolo_3,2026,open-meteo-archive
2026-06-10,0.1,20.56,,pascolo_3,2026,open-meteo-archive
2026-06-11,0.1,20.64,,pascolo_3,2026,open-meteo-archive
2026-06-12,0.4,21.32,,pascolo_3,2026,open-meteo-archive
2026-06-13,0.6000000000000001,22.32,,pascolo_3,2026,open-meteo-archive
2026-06-14,0.8,22.86,,pascolo_3,2026,open-meteo-archive
2026-06-15,0.9,23.380000000000003,,pascolo_3,2026,open-meteo-archive
2026-06-16,0.9,24.1,,pascolo_3,2026,open-meteo-archive
2026-06-17,0.8,24.9,,pascolo_3,2026,open-meteo-archive
2026-06-18,0.8,25.2,,pascolo_3,2026,open-meteo-archive
2026-06-19,0.8,25.34,,pascolo_3,2026,open-meteo-archive
2026-06-20,1.5,25.22,,pascolo_3,2026,open-meteo-archive
2026-06-21,1.7,25.040000000000003,,pascolo_3,2026,open-meteo-archive
2026-06-22,1.4,25.0,,pascolo_3,2026,open-meteo-archive
2026-06-23,1.2,25.140000000000004,,pascolo_3,2026,open-meteo-archive
2026-06-24,1.0,25.5,,pascolo_3,2026,open-meteo-archive
2026-06-25,0.8999999999999999,26.06,,pascolo_3,2026,open-meteo-archive
2026-06-26,1.9,26.160000000000004,,pascolo_3,2026,open-meteo-archive
2026-06-27,7.699999999999999,26.020000000000003,,pascolo_3,2026,open-meteo-archive
2026-06-28,23.3,24.62,,pascolo_3,2026,open-meteo-archive
2026-06-29,23.3,23.5,,pascolo_3,2026,open-meteo-archive
2026-06-30,22.8,22.42,,pascolo_3,2026,open-meteo-archive
2026-07-01,22.0,21.880000000000003,,pascolo_3,2026,open-meteo-archive
2026-07-02,17.599999999999998,21.44,,pascolo_3,2026,open-meteo-archive
2026-07-03,2.0,22.4,,pascolo_3,2026,open-meteo-archive
2026-07-04,2.0,23.000000000000004,,pascolo_3,2026,open-meteo-archive
2026-07-05,1.7999999999999998,23.4,,pascolo_3,2026,open-meteo-archive
2026-07-06,3.8,23.54,,pascolo_3,2026,open-meteo-archive
2026-07-07,3.5,24.04,,pascolo_3,2026,open-meteo-archive
2026-07-08,3.5,23.96,,pascolo_3,2026,open-meteo-archive
2026-07-09,3.5,24.02,,pascolo_3,2026,open-meteo-archive
2026-07-10,3.5,24.5,,pascolo_3,2026,open-meteo-archive
2026-07-11,4.300000000000001,24.94,,pascolo_3,2026,open-meteo-archive
2026-07-12,3.2,24.96,,pascolo_3,2026,open-meteo-archive
2026-07-13,3.2,25.540000000000003,,pascolo_3,2026,open-meteo-archive
2026-07-14,3.8000000000000003,25.78,,pascolo_3,2026,open-meteo-archive
