date,rain_mm,temp_c,days_from_start,campo,anno,source
2026-01-01,52.42868111753296,1.606877263387048,0.0,pascolo_4,2026,
2026-01-08,5.929450725943752,1.2370389120919754,7.0,pascolo_4,2026,
2026-01-15,11.007224324487195,5.303337805611761,14.0,pascolo_4,2026,
2026-01-22,32.99271225695932,4.6813634055001785,21.0,pascolo_4,2026,
2026-01-29,23.45585857705146,4.611372157505628,28.0,pascolo_4,2026,
2026-02-05,22.64413045277891,6.470929263887001,35.0,pascolo_4,2026,
2026-02-12,22.62020111010088,6.657395662580257,42.0,pascolo_4,2026,
2026-02-19,3.602782705286245,7.278771518525673,49.0,pascolo_4,2026,
2026-02-26,6.2016397710813465,8.508697945731058,56.0,pascolo_4,2026,
2026-03-05,3.26919484894006,8.287391099475713,63.0,pascolo_4,2026,
2026-03-12,15.032388854763212,8.15833425975984,70.0,pascolo_4,2026,
2026-03-19,1.4941862169166598,6.488276963006911,77.0,pascolo_4,2026,
2026-03-26,58.32061251455656,4.983687700544124,84.0,pascolo_4,2026,
2026-04-02,0.9607153016872872,11.6146862211682,91.0,pascolo_4,2026,
2026-04-09,21.547749637722543,12.553349885486456,98.0,pascolo_4,2026,
2026-04-16,15.366368114257511,13.22390218462266,105.0,pascolo_4,2026,
2026-04-23,0.5649566650340887,13.992092280917744,112.0,pascolo_4,2026,
2026-04-30,0.612962245838844,9.970215098063193,0.0,pascolo_4,2026,
2026-05-01,7.76600241624692,13.111569341023769,,pascolo_4,2026,
2026-05-02,7.76600241624692,14.033372815450036,,pascolo_4,2026,
2026-05-03,10.393364563601182,14.747234916687034,,pascolo_4,2026,
2026-05-04,10.391647290777684,14.777325057983433,,pascolo_4,2026,
2026-05-05,10.462732425498444,14.704943847656295,,pascolo_4,2026,
2026-05-06,11.293469181829607,14.734147326151572,,pascolo_4,2026,
2026-05-07,15.438253989980666,14.14863293965658,,pascolo_4,2026,
2026-05-08,15.058961486698053,13.899357202318017,,pascolo_4,2026,era5
2026-05-09,13.730502104660758,13.66034166230935,,pascolo_4,2026,era5
2026-05-16,13.0,12.24,,pascolo_4,2026,open-meteo-archive
2026-05-17,1.5,13.075,,pascolo_4,2026,open-meteo-archive
2026-05-19,0.4870235919902654,13.98079240587026,,pascolo_4,2026,era5
2026-05-20,0.0283747910998499,16.26210776881169,,pascolo_4,2026,era5
2026-05-21,0.0025838612032202,17.452216022770585,,pascolo_4,2026,era5
2026-05-22,0.0008523463179699,17.947395760672464,,pascolo_4,2026,era5
2026-05-23,3.8,20.15714285714285,,pascolo_4,2026,open-meteo-archive
2026-05-24,0.0008583068797918,20.117966079711948,,pascolo_4,2026,era5
2026-05-25,0.0008574515035775,22.0282903426733,,pascolo_4,2026,era5
2026-05-26,0.0004349024074201,22.99597744411892,,pascolo_4,2026,era5
2026-05-27,1.0096019984757731,23.02449579006293,,pascolo_4,2026,era5
2026-05-28,1.0687440632750622,21.91447157748911,,pascolo_4,2026,era5
2026-05-29,0.0008499733326061,20.20042180241768,,pascolo_4,2026,era5
2026-05-30,0.1651636897577191,21.268998099662213,,pascolo_4,2026,era5
2026-05-31,2.070555800006701,21.357462894215303,,pascolo_4,2026,era5
2026-06-01,8.280810713664266,20.31670827557969,,pascolo_4,2026,era5
2026-06-02,2.8950899838982025,19.82087436252175,,pascolo_4,2026,era5
2026-06-03,3.468954563139448,18.97170826305046,,pascolo_4,2026,era5
2026-06-04,0.4711061714033349,19.222924804687523,,pascolo_4,2026,era5
2026-06-05,1.926824077941092,18.51267484777117,,pascolo_4,2026,era5
2026-06-06,0.2761155366783896,18.919533317319804,,pascolo_4,2026,era5
2026-06-07,0.0039451481939067,20.09424891318048,,pascolo_4,2026,era5
2026-06-08,0.064942350718411,21.333960752133976,,pascolo_4,2026,era5
2026-06-09,0.2915654549724422,22.22007032121934,,pascolo_4,2026,era5
2026-06-10,1.468421201025194,21.45976909768996,,pascolo_4,2026,era5
2026-06-11,3.440415859149226,17.837704976399777,,pascolo_4,2026,era5
2026-06-12,0.0012785195231401,19.268667063993576,,pascolo_4,2026,era5
2026-06-13,0.0008523463179699,21.58748926962579,,pascolo_4,2026,era5
2026-06-14,0.0209629520782073,22.58890963467689,,pascolo_4,2026,era5
2026-06-15,0.1106232400616136,22.751499611990823,,pascolo_4,2026,era5
2026-06-16,0.0774739324924667,22.793680419921884,,pascolo_4,2026,era5
2026-06-17,0.0378858241560919,24.26915414847582,,pascolo_4,2026,era5
2026-06-18,0.1623241161041733,25.569501432825348,,pascolo_4,2026,era5
2026-06-19,0.4992066175013576,26.06758491762224,,pascolo_4,2026,era5
2026-06-20,0.5725318121676537,25.92262353729785,,pascolo_4,2026,era5
2026-06-21,0.2828860211252504,26.03590713759604,,pascolo_4,2026,era5
2026-06-22,0.22649317963896465,25.87600028298118,,pascolo_4,2026,era5
