date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2026-01-01,0.655,,,,bianchi_campo,2026,sentinel-1-conformal,0.4544,0.8555,medium
2026-01-06,0.1918,,,,bianchi_campo,2026,sentinel-1-conformal,-0.0087,0.3924,medium
2026-01-11,0.4113,,,,bianchi_campo,2026,sentinel-1-conformal,0.2107,0.6118,medium
2026-01-16,0.5913,,,,bianchi_campo,2026,sentinel-1-conformal,0.3908,0.7918,medium
2026-01-26,0.4935,,,,bianchi_campo,2026,sentinel-1-conformal,0.2929,0.694,medium
2026-01-27,0.4912124536240934,0.1614034127589831,,,bianchi_campo,2026,sentinel-2,,,
2026-01-31,0.6801,,,,bianchi_campo,2026,sentinel-1-conformal,0.4796,0.8806,medium
2026-02-05,0.6033,,,,bianchi_campo,2026,sentinel-1-conformal,0.4028,0.8039,medium
2026-02-10,0.6666,,,,bianchi_campo,2026,sentinel-1-conformal,0.4661,0.8672,medium
2026-02-13,0.5942475557601001,0.1905630689314018,0.1030351021360067,0.0291596561724187,bianchi_campo,2026,sentinel-2,,,
2026-02-15,0.705,,,,bianchi_campo,2026,sentinel-1-conformal,0.5044,0.9055,medium
2026-02-21,0.5354657499882263,0.1816743756397979,0.0587818057718738,0.0088886932916039,bianchi_campo,2026,sentinel-2,,,
2026-02-23,0.6735,,,,bianchi_campo,2026,sentinel-1-conformal-imputed,0.4729,0.874,medium
2026-02-25,0.6493,,,,bianchi_campo,2026,sentinel-1-conformal,0.4488,0.8499,medium
2026-02-26,0.573505503368498,0.0672912260968363,0.2746592400172009,0.0278796540520537,bianchi_campo,2026,sentinel-2,,,
2026-02-28,0.5904816121895746,0.1286815885246421,0.0169761088210765,0.0613903624278057,bianchi_campo,2026,sentinel-2,,,
2026-03-02,0.4994,,,,bianchi_campo,2026,sentinel-1-conformal,0.3635,0.6354,high
2026-03-07,0.6173560937877461,0.1197225451793652,0.0268744815981715,0.0089590433452769,bianchi_campo,2026,sentinel-2,,,
2026-03-10,0.6285749786258787,0.1374806684059235,0.0112188848381326,0.0177581232265582,bianchi_campo,2026,sentinel-2,,,
2026-03-12,0.4781,,,,bianchi_campo,2026,sentinel-1-conformal,0.3422,0.614,high
2026-03-17,0.6545635011803083,0.2221742826715912,0.2370028739214493,0.1498420553619079,bianchi_campo,2026,sentinel-2,,,
