date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2022-01-01,0.5596,,,,rossi_campo,2022,sentinel-1-conformal,0.3591,0.7602,medium
2022-01-08,0.3763214296092213,-0.0241957241202039,,,rossi_campo,2022,sentinel-2,,,
2022-01-13,0.1552141886426217,0.3471404869280616,0.2211072409665996,0.3713362110482656,rossi_campo,2022,sentinel-2,,,
2022-01-15,0.2783000593212748,0.0167012861241351,0.1230858706786531,0.3304392008039264,rossi_campo,2022,sentinel-2,,,
2022-01-16,0.1105,,,,rossi_campo,2022,sentinel-1-conformal,-0.09,0.3111,medium
2022-01-18,0.3123960228270571,-0.0477069191008691,0.0340959635057823,0.0644082052250043,rossi_campo,2022,sentinel-2,,,
2022-01-25,0.3360817057819681,-0.0886766630624195,0.0236856829549109,0.0409697439615503,rossi_campo,2022,sentinel-2,,,
2022-01-26,0.148,,,,rossi_campo,2022,sentinel-1-conformal,-0.0526,0.3485,medium
2022-01-30,0.0721720238003732,0.0518724811283526,0.2639096819815948,0.1405491441907722,rossi_campo,2022,sentinel-2,,,
2022-02-02,0.3273341404863388,-0.102003252792791,0.2551621166859655,0.1538757339211437,rossi_campo,2022,sentinel-2,,,
2022-02-09,0.3239632407803873,-0.103431865196139,0.0033708997059515,0.0014286124033479,rossi_campo,2022,sentinel-2,,,
2022-02-10,0.2815,,,,rossi_campo,2022,sentinel-1-conformal,0.081,0.4821,medium
2022-02-17,-0.0135378482735314,0.1469654271661076,0.3375010890539187,0.2503972923622467,rossi_campo,2022,sentinel-2,,,
2022-02-20,0.3708,,,,rossi_campo,2022,sentinel-1-conformal,0.1702,0.5713,medium
2022-02-22,0.3615823493341859,-0.0677636849558486,0.3751201976077173,0.2147291121219563,rossi_campo,2022,sentinel-2,,,
2022-02-24,0.3034350840052507,-0.0241879662775597,0.0581472653289351,0.0435757186782889,rossi_campo,2022,sentinel-2,,,
2022-03-02,0.5547,,,,rossi_campo,2022,sentinel-1-conformal,0.4188,0.6907,high
2022-03-06,0.3016500451745628,-0.0676088294220023,0.0017850388306879,0.0434208631444426,rossi_campo,2022,sentinel-2,,,
2022-03-09,0.3295812954566405,-0.0953589661232085,0.0279312502820777,0.0277501367012062,rossi_campo,2022,sentinel-2,,,
2022-03-11,0.3244898928453279,-0.061041878979367,0.0050914026113126,0.0343170871438415,rossi_campo,2022,sentinel-2,,,
2022-03-14,0.3157871267886041,-0.0997222819844959,0.0087027660567237,0.0386804030051288,rossi_campo,2022,sentinel-2,,,
2022-03-17,0.2214,,,,rossi_campo,2022,sentinel-1-conformal,0.0855,0.3573,high
2022-03-21,0.319673751756348,-0.0406067484859341,0.0038866249677438,0.0591155334985617,rossi_campo,2022,sentinel-2,,,
2022-03-24,0.347028404769188,-0.1022409795744599,0.02735465301284,0.0616342310885257,rossi_campo,2022,sentinel-2,,,
2022-03-26,0.3222732787602859,-0.1181524795399566,0.0247551260089021,0.0159114999654967,rossi_campo,2022,sentinel-2,,,
2022-03-27,0.2928,,,,rossi_campo,2022,sentinel-1-conformal,0.1569,0.4287,high
2022-04-05,0.3564477026535846,-0.0666618746425343,0.0341744238932987,0.0514906048974222,rossi_campo,2022,sentinel-2,,,
2022-04-10,0.3731873007426075,-0.0357007794162528,0.0167395980890228,0.0309610952262815,rossi_campo,2022,sentinel-2,,,
2022-04-11,0.4175,,,,rossi_campo,2022,sentinel-1-conformal,0.2815,0.5534,high
2022-04-15,0.373984881113153,-0.0436373736342781,0.0007975803705455,0.0079365942180253,rossi_campo,2022,sentinel-2,,,
2022-04-18,0.3818112270178875,-0.0301967114727195,0.0078263459047344,0.0134406621615586,rossi_campo,2022,sentinel-2,,,
2022-04-21,0.18,,,,rossi_campo,2022,sentinel-1-conformal,0.0441,0.3159,high
2022-04-23,-0.0302598996461195,0.1715568909208693,0.412071126664007,0.2017536023935888,rossi_campo,2022,sentinel-2,,,
2022-04-28,0.4169340400149399,0.011199013138195,0.4471939396610594,0.1603578777826743,rossi_campo,2022,sentinel-2,,,
