date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2025-01-01,0.7007,,,,pascolo_1,2025,sentinel-1-conformal,0.5001,0.9012,medium
2025-01-04,0.8560515183299618,0.4344178591772773,,,pascolo_1,2025,sentinel-2,,,
2025-01-11,0.8289,,,,pascolo_1,2025,sentinel-1-conformal,0.6283,1.0,medium
2025-01-17,0.6917,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.4912,0.8923,medium
2025-01-21,0.5357,,,,pascolo_1,2025,sentinel-1-conformal,0.3352,0.7363,medium
2025-02-03,0.8359,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.6354,1.0,medium
2025-02-05,0.6198,,,,pascolo_1,2025,sentinel-1-conformal,0.4192,0.8203,medium
2025-02-06,0.7592907922628227,0.3292230010826176,0.7571893415723668,0.155050389472685,pascolo_1,2025,sentinel-2,,,
2025-02-15,0.594,,,,pascolo_1,2025,sentinel-1-conformal,0.3935,0.7946,medium
2025-02-16,0.8060256441262305,0.4197758812139833,0.0467348518634077,0.0905528801313657,pascolo_1,2025,sentinel-2,,,
2025-02-21,0.7963910933058511,0.308867653598345,0.0096345508203793,0.1109082276156382,pascolo_1,2025,sentinel-2,,,
2025-03-02,0.814,,,,pascolo_1,2025,sentinel-1-conformal,0.678,0.9499,high
2025-03-03,0.8436932176732862,0.3936415336590976,0.047302124367435,0.0847738800607526,pascolo_1,2025,sentinel-2,,,
2025-03-05,0.8228777534452878,0.3516002564088084,0.0208154642279984,0.0420412772502892,pascolo_1,2025,sentinel-2,,,
2025-03-08,0.791686187159575,0.3441590754379165,0.0311915662857128,0.0074411809708919,pascolo_1,2025,sentinel-2,,,
2025-03-10,0.8263,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.6903,0.9622,high
2025-03-12,0.7464,,,,pascolo_1,2025,sentinel-1-conformal,0.6104,0.8823,high
2025-03-18,0.7799,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.644,0.9158,high
2025-03-20,0.6998,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.5639,0.8357,high
2025-03-22,0.8039,,,,pascolo_1,2025,sentinel-1-conformal,0.668,0.9398,high
2025-03-25,0.8269,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.6909,0.9628,high
2025-03-30,0.8447,,,,pascolo_1,2025,sentinel-1-conformal-imputed,0.7087,0.9806,high
