date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno
2026-01-27,0.4711627816104864,0.12908156787120723,,,rossi_campo,2026
2026-02-13,0.5246944843146216,0.20899594295678472,0.05353170270413521,0.0799143750855775,rossi_campo,2026
2026-02-21,0.6350367595633104,0.14624839228047093,0.11034227524868878,0.0627475506763138,rossi_campo,2026
2026-02-21,0.6510409118054312,0.1350788702158521,0.016004152242120817,0.011169522064618825,rossi_campo,2026
2026-02-23,-0.008979843927803866,0.1405762520530707,0.660020755733235,0.005497381837218596,rossi_campo,2026
2026-02-26,0.6763010164405039,0.14924258111568467,0.6852808603683077,0.00866632906261397,rossi_campo,2026
2026-02-28,0.6346153325666195,0.1535664240055886,0.04168568387388438,0.004323842889903923,rossi_campo,2026
2026-03-07,0.7232064042279901,0.20077036415978944,0.08859107166137059,0.047203940154200846,rossi_campo,2026
2026-03-10,0.7454589032645395,0.23380452129025767,0.022252499036549356,0.03303415713046823,rossi_campo,2026
2026-03-10,0.7450598199337504,0.2279679273051689,0.0003990833307890851,0.005836593985088762,rossi_campo,2026
2026-03-17,0.7708239965067126,0.2708287583232815,0.02576417657296226,0.04286083101811261,rossi_campo,2026
2026-03-20,0.7588500678222478,0.2999213948139745,0.011973928684464785,0.02909263649069299,rossi_campo,2026
2026-03-20,0.7658893608731171,0.30425735589302066,0.007039293050869255,0.004335961079046158,rossi_campo,2026
2026-03-23,0.7306614139706368,0.38882738657805,0.03522794690248032,0.08457003068502933,rossi_campo,2026
2026-03-25,0.7795993177538313,0.2952172692639881,0.048937903783194514,0.09361011731406188,rossi_campo,2026
2026-03-28,-0.06902767820824242,0.9360271895272743,0.8486269959620737,0.6408099202632862,rossi_campo,2026
2026-04-04,0.784266334233439,0.2921146400330501,0.8532940124416815,0.6439125494942242,rossi_campo,2026
2026-04-06,0.7181617431028742,0.2955803510782054,0.06610459113056488,0.0034657110451553064,rossi_campo,2026
2026-04-07,0.8004531864679376,0.3144703286190815,0.08229144336506344,0.01888997754087607,rossi_campo,2026
2026-04-09,0.8042335092877544,0.33565684502846926,0.0037803228198167727,0.02118651640938779,rossi_campo,2026
2026-04-09,0.8120769251286094,0.34060452806816904,0.007843415840855017,0.0049476830396997795,rossi_campo,2026
2026-04-16,0.01858871997928161,0.08961103215071098,0.7934882051493278,0.25099349591745806,rossi_campo,2026
2026-04-17,0.8269287806799286,0.3759659833217126,0.808340060700647,0.2863549511710016,rossi_campo,2026
2026-04-19,0.7992312904224202,0.37576635490554566,0.02769749025750834,0.0001996284161669415,rossi_campo,2026
2026-04-19,0.8178990921099464,0.390221598118953,0.01866780168752613,0.014455243213407354,rossi_campo,2026
2026-04-24,0.8447190086482971,0.41996229764396703,0.026819916538350697,0.029740699525014014,rossi_campo,2026
2026-04-26,0.8425248370255876,0.41273189001972616,0.0021941716227095176,0.0072304076242408755,rossi_campo,2026
2026-04-27,0.8505602072316885,0.42518189877202406,0.0080353702061009,0.012450008752297903,rossi_campo,2026
