date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2025-01-01,0.7739,,,,pascolo_5,2025,sentinel-1-conformal,0.5734,0.9745,medium
2025-01-04,0.8294545117623471,0.4619993739132667,,,pascolo_5,2025,sentinel-2,,,
2025-01-11,0.8235,,,,pascolo_5,2025,sentinel-1-conformal,0.6229,1.0,medium
2025-01-17,0.0696969055323335,0.2897550703092177,0.7597576062300135,0.1722443036040489,pascolo_5,2025,sentinel-2,,,
2025-01-21,0.5991,,,,pascolo_5,2025,sentinel-1-conformal,0.3985,0.7996,medium
2025-02-03,-0.0079686529844695,0.2009081315283116,0.0776655585168031,0.0888469387809061,pascolo_5,2025,sentinel-2,,,
2025-02-05,0.6173,,,,pascolo_5,2025,sentinel-1-conformal,0.4167,0.8178,medium
2025-02-06,0.800820599077392,0.3713339227399349,0.8087892520618616,0.1704257912116232,pascolo_5,2025,sentinel-2,,,
2025-02-15,0.6446,,,,pascolo_5,2025,sentinel-1-conformal,0.444,0.8451,medium
2025-02-16,0.8271248006198842,0.4634683226041004,0.0263042015424922,0.0921343998641655,pascolo_5,2025,sentinel-2,,,
2025-02-21,0.8276926520315501,0.3663748406082487,0.0005678514116658,0.0970934819958516,pascolo_5,2025,sentinel-2,,,
2025-03-02,0.8555,,,,pascolo_5,2025,sentinel-1-conformal,0.7196,0.9915,high
2025-03-03,0.8556014470544442,0.4514094395079932,0.0279087950228941,0.0850345988997444,pascolo_5,2025,sentinel-2,,,
2025-03-05,0.8483146997602371,0.3989968131196521,0.007286747294207,0.0524126263883411,pascolo_5,2025,sentinel-2,,,
2025-03-08,0.8259095054388484,0.3964081931843168,0.0224051943213886,0.0025886199353353,pascolo_5,2025,sentinel-2,,,
2025-03-10,0.6949329864381331,0.3353872350208978,0.1309765190007153,0.0610209581634189,pascolo_5,2025,sentinel-2,,,
2025-03-12,0.7646,,,,pascolo_5,2025,sentinel-1-conformal,0.6287,0.9006,high
2025-03-18,0.3516937917778863,0.0982887834524944,0.3432391946602467,0.2370984515684034,pascolo_5,2025,sentinel-2,,,
2025-03-20,0.874758943218626,0.4416522661287445,0.5230651514407396,0.34336348267625,pascolo_5,2025,sentinel-2,,,
2025-03-22,0.8095,,,,pascolo_5,2025,sentinel-1-conformal,0.6735,0.9454,high
2025-03-25,0.0742846683034475,0.1274810144190868,0.8004742749151784,0.3141712517096576,pascolo_5,2025,sentinel-2,,,
2025-03-30,0.0772006911490018,0.077394736654703,0.0560179997876335,0.1527902658658869,pascolo_5,2025,sentinel-2,,,
2025-04-01,0.7162,,,,pascolo_5,2025,sentinel-1-conformal,0.5802,0.8521,high
2025-04-04,0.8743544347799499,0.4625603438686463,0.797153743630948,0.3851656072139433,pascolo_5,2025,sentinel-2,,,
2025-04-06,0.654,,,,pascolo_5,2025,sentinel-1-conformal,0.518,0.7899,high
2025-04-07,0.7508004129813376,0.3794936878977533,0.1350863136589739,0.0912276329876225,pascolo_5,2025,sentinel-2,,,
2025-04-09,0.8580089658792335,0.4653580314684264,0.1072085528978958,0.0858643435706731,pascolo_5,2025,sentinel-2,,,
2025-04-11,0.8604178137260294,0.4639548872839371,0.0024088478467959,0.0014031441844893,pascolo_5,2025,sentinel-2,,,
2025-04-16,0.567,,,,pascolo_5,2025,sentinel-1-conformal,0.4311,0.703,high
2025-04-21,0.5372,,,,pascolo_5,2025,sentinel-1-conformal,0.4013,0.6731,high
2025-04-22,0.1529022435641793,0.0739474445245165,0.7075155701618501,0.3900074427594205,pascolo_5,2025,sentinel-2,,,
2025-04-24,0.8272612699528594,0.5047990685732462,0.6743590263886801,0.4308516240487297,pascolo_5,2025,sentinel-2,,,
2025-04-29,0.8245539920296474,0.4841351448150172,0.0132760627695613,0.035108822817682,pascolo_5,2025,sentinel-2,,,
2025-05-01,0.8237317313529905,0.4745674389211478,0.0008222606766569,0.0095677058938694,pascolo_5,2025,sentinel-2,,,
2025-05-02,0.8468496984131452,0.4840054047594843,0.0231179670601546,0.0094379658383365,pascolo_5,2025,sentinel-2,,,
2025-05-04,0.8363124392544597,0.4671957639468598,0.0105372591586854,0.0168096408126244,pascolo_5,2025,sentinel-2,,,
2025-05-06,0.725,,,,pascolo_5,2025,sentinel-1-conformal,0.5891,0.8609,high
2025-05-11,0.424034451832852,0.1641504135198836,0.4122779874216077,0.3030453504269762,pascolo_5,2025,sentinel-2,,,
2025-05-12,0.849608467530397,0.4670966987088131,0.4255740156975449,0.3029462851889295,pascolo_5,2025,sentinel-2,,,
2025-05-14,0.8423993596287103,0.4653237403250277,0.0072091079016867,0.0017729583837853,pascolo_5,2025,sentinel-2,,,
2025-05-16,0.793,,,,pascolo_5,2025,sentinel-1-conformal,0.6571,0.9289,high
2025-05-17,0.8314090247564035,0.4766078047770332,0.0079176192494737,0.0219533204926354,pascolo_5,2025,sentinel-2,,,
2025-05-19,0.8227530797910271,0.4309706233101881,0.0086559449653764,0.045637181466845,pascolo_5,2025,sentinel-2,,,
2025-05-21,0.7663,,,,pascolo_5,2025,sentinel-1-conformal,0.6304,0.9023,high
2025-05-24,0.8036058027064533,0.4778398602157667,0.0191472770845737,0.0468692369055785,pascolo_5,2025,sentinel-2,,,
2025-05-31,0.5233462865553832,0.1491691318892298,0.2713657259808391,0.3141296330060388,pascolo_5,2025,sentinel-2,,,
2025-06-01,0.4800939495734057,0.1210221522990235,0.0432523369819774,0.0281469795902063,pascolo_5,2025,sentinel-2,,,
2025-06-03,0.4352272171239879,0.1014901152798582,0.0448667324494178,0.0195320370191652,pascolo_5,2025,sentinel-2,,,
2025-06-05,0.5182,,,,pascolo_5,2025,sentinel-1-conformal,0.4182,0.6182,high
2025-06-08,0.380683941038117,0.0772431796788435,0.0562993805777897,0.0245980214954227,pascolo_5,2025,sentinel-2,,,
2025-06-10,0.3998552547751622,0.067834200343739,0.0191713137370451,0.0094089793351045,pascolo_5,2025,sentinel-2,,,
2025-06-11,0.4005824745972374,0.0623947764513337,0.0007272198220751,0.0054394238924052,pascolo_5,2025,sentinel-2,,,
2025-06-13,0.3902515858124334,0.014157773619543,0.0103308887848039,0.0482370028317907,pascolo_5,2025,sentinel-2,,,
2025-06-15,0.5088,,,,pascolo_5,2025,sentinel-1-conformal,0.4088,0.6088,high
2025-06-16,0.365788046889953,0.0114999354893971,0.0309424901250322,0.0070750748062012,pascolo_5,2025,sentinel-2,,,
2025-06-18,0.3604103464133287,-0.0138200748662941,0.0053777004766242,0.0253200103556912,pascolo_5,2025,sentinel-2,,,
2025-06-20,0.3391069268906959,-0.0826823977456332,0.0213034195226328,0.0688623228793391,pascolo_5,2025,sentinel-2,,,
2025-06-21,0.3650416335654822,-0.07092899011845,0.0259347066747863,0.0117534076271832,pascolo_5,2025,sentinel-2,,,
2025-06-23,0.3745467735940171,-0.0505863389506321,0.0095051400285348,0.0203426511678178,pascolo_5,2025,sentinel-2,,,
2025-06-26,0.3771177435359421,-0.0468124328328632,0.013987073823677,0.0215684431041202,pascolo_5,2025,sentinel-2,,,
2025-06-28,0.3689783314178853,-0.0569114804712588,0.0081394121180568,0.0100990476383955,pascolo_5,2025,sentinel-2,,,
2025-06-30,0.3846,,,,pascolo_5,2025,sentinel-1-conformal,0.2846,0.4846,high
2025-07-01,0.3898692592720703,-0.054605474748138,0.020890927854185,0.0023060057231208,pascolo_5,2025,sentinel-2,,,
2025-07-03,0.3967219549562023,-0.0534017315381416,0.006852695684132,0.0012037432099963,pascolo_5,2025,sentinel-2,,,
2025-07-05,0.3929,,,,pascolo_5,2025,sentinel-1-conformal,0.2929,0.4929,high
2025-07-08,0.436611969839724,-0.0194463403142864,0.0328425862159341,0.0360943756147245,pascolo_5,2025,sentinel-2,,,
2025-07-10,0.4481079872002278,-0.0189930735393286,0.0114960173605037,0.0004532667749578,pascolo_5,2025,sentinel-2,,,
2025-07-11,0.4534239816183486,-0.0144629122917159,0.0053159944181208,0.0045301612476126,pascolo_5,2025,sentinel-2,,,
2025-07-15,0.4889,,,,pascolo_5,2025,sentinel-1-conformal,0.3889,0.5888,high
2025-07-16,0.4652919345670301,-0.0073224167178401,0.0118679529486815,0.0071404955738757,pascolo_5,2025,sentinel-2,,,
2025-07-18,0.4537972851465178,0.0017831291094708,0.0114946494205123,0.0091055458273109,pascolo_5,2025,sentinel-2,,,
2025-07-20,0.461996492736834,0.0373590368808068,0.0081992075903161,0.035575907771336,pascolo_5,2025,sentinel-2,,,
2025-07-21,0.4420709946177541,-0.023005292235903,0.0199254981190799,0.0603643291167099,pascolo_5,2025,sentinel-2,,,
2025-07-23,0.4267096996909317,-0.028445916766487,0.0153612949268224,0.0054406245305839,pascolo_5,2025,sentinel-2,,,
2025-07-26,0.4135562812540368,0.1463367845532717,0.0131534184368948,0.1747827013197587,pascolo_5,2025,sentinel-2,,,
2025-07-30,0.4764493052697196,-0.0052087762066596,0.0628930240156828,0.1515455607599313,pascolo_5,2025,sentinel-2,,,
2025-07-31,0.482972470623991,-0.021694196258071,0.0065231653542713,0.0164854200514113,pascolo_5,2025,sentinel-2,,,
2025-08-04,0.4859,,,,pascolo_5,2025,sentinel-1-conformal,0.386,0.5859,high
2025-08-05,0.5514302857766934,0.0174105305655491,0.0684578151527023,0.0391047268236201,pascolo_5,2025,sentinel-2,,,
2025-08-07,0.5629127631391568,0.0229468586668473,0.0114824773624634,0.0055363281012982,pascolo_5,2025,sentinel-2,,,
2025-08-09,0.5597008607436044,0.0188131673930368,0.0032119023955524,0.0041336912738104,pascolo_5,2025,sentinel-2,,,
2025-08-12,0.5585821786268069,0.0193508524179049,0.0011186821167974,0.000537685024868,pascolo_5,2025,sentinel-2,,,
2025-08-14,0.5222,,,,pascolo_5,2025,sentinel-1-conformal,0.4223,0.6222,high
2025-08-15,0.5431424563785241,0.0291046276413957,0.0152184176309705,0.011084176990905,pascolo_5,2025,sentinel-2,,,
2025-08-17,0.4968701189132573,0.0709494559420103,0.0462723374652667,0.0418448283006145,pascolo_5,2025,sentinel-2,,,
2025-08-19,0.4933689241795208,0.0842291962689124,0.0035011947337365,0.0132797403269021,pascolo_5,2025,sentinel-2,,,
2025-08-22,0.5125609708722032,0.1649948274306646,0.0191920466926824,0.0807656311617521,pascolo_5,2025,sentinel-2,,,
2025-08-25,0.1994277153769355,0.1644959209330197,0.3569775095002567,0.1004770650576737,pascolo_5,2025,sentinel-2,,,
2025-08-27,0.611684288475464,0.0718370623430857,0.4122565730985283,0.0926588585899339,pascolo_5,2025,sentinel-2,,,
2025-08-29,0.544,,,,pascolo_5,2025,sentinel-1-conformal,0.4441,0.644,high
2025-09-01,0.6745643099664875,0.1342929866715784,0.0628800214910235,0.0624559243284926,pascolo_5,2025,sentinel-2,,,
2025-09-03,0.6438,,,,pascolo_5,2025,sentinel-1-conformal,0.4611,0.8265,medium
2025-09-04,0.6968796662526796,0.1531483374678714,0.024624361963182,0.0157090121047286,pascolo_5,2025,sentinel-2,,,
2025-09-06,0.6627294241892012,0.1567112967685058,0.0341502420634783,0.0035629593006343,pascolo_5,2025,sentinel-2,,,
2025-09-08,0.6269252146697238,0.174758735798569,0.0358042095194773,0.0180474390300632,pascolo_5,2025,sentinel-2,,,
2025-09-11,0.7028315625252057,0.1673870412329714,0.0759063478554818,0.0073716945655976,pascolo_5,2025,sentinel-2,,,
2025-09-13,0.6796,,,,pascolo_5,2025,sentinel-1-conformal,0.4969,0.8623,medium
2025-09-16,0.6859605869284167,0.1321721959016604,0.0209744230968962,0.0356714034780908,pascolo_5,2025,sentinel-2,,,
2025-09-18,0.6965589527454391,0.126171699098382,0.0105983658170224,0.0060004968032784,pascolo_5,2025,sentinel-2,,,
2025-09-19,0.6953193063829167,0.1187619725834914,0.0012396463625223,0.0074097265148905,pascolo_5,2025,sentinel-2,,,
2025-09-21,0.6653788461067157,0.0945309366710944,0.029940460276201,0.024231035912397,pascolo_5,2025,sentinel-2,,,
2025-09-24,0.6960934527926109,0.1784783253328757,0.0333188021037035,0.0842036596958633,pascolo_5,2025,sentinel-2,,,
2025-09-26,0.6559217674130114,0.0908093013843036,0.0401716853795994,0.0876690239485721,pascolo_5,2025,sentinel-2,,,
2025-09-28,0.1185769798062489,0.0683620892738851,0.5373447876067625,0.0224472121104185,pascolo_5,2025,sentinel-2,,,
2025-09-29,0.6726562587105318,0.2271324585530908,0.5540792789042828,0.1587703692792057,pascolo_5,2025,sentinel-2,,,
2025-10-03,0.7607,,,,pascolo_5,2025,sentinel-1-conformal,0.578,0.9434,medium
2025-10-04,0.6982867536560404,0.1568238771132558,0.0256304949455086,0.070308581439835,pascolo_5,2025,sentinel-2,,,
2025-10-06,0.7243682977468845,0.1817345188257776,0.026081544090844,0.0249106417125218,pascolo_5,2025,sentinel-2,,,
2025-10-08,0.707495643752926,0.1062830809551469,0.0168726539939585,0.0754514378706307,pascolo_5,2025,sentinel-2,,,
2025-10-09,0.7002371991435021,0.124009647049056,0.0072584446094238,0.0177265660939091,pascolo_5,2025,sentinel-2,,,
2025-10-11,0.6451706283822558,0.1710301333325571,0.0550665707612463,0.0470204862835011,pascolo_5,2025,sentinel-2,,,
2025-10-13,0.7027,,,,pascolo_5,2025,sentinel-1-conformal,0.52,0.8854,medium
2025-10-14,0.7074903202632441,0.1589090500185737,0.0777140979279672,0.0031754261408901,pascolo_5,2025,sentinel-2,,,
2025-10-16,0.0086387729531135,0.2764617365186133,0.6988515473101305,0.1175526865000395,pascolo_5,2025,sentinel-2,,,
2025-10-18,0.7230215374136895,0.1309941560596001,0.7143827644605759,0.1454675804590131,pascolo_5,2025,sentinel-2,,,
2025-10-24,0.7547149180975442,0.2430191524862165,0.0316933806838547,0.1120249964266164,pascolo_5,2025,sentinel-2,,,
2025-10-26,0.7654317793224806,0.2396721033044774,0.0107168612249364,0.0033470491817391,pascolo_5,2025,sentinel-2,,,
2025-10-28,0.6077906751017421,-0.0426085140576046,0.1576411042207385,0.2822806173620821,pascolo_5,2025,sentinel-2,,,
2025-10-29,0.6070998487312652,-0.0230250690531753,0.0006908263704769,0.0195834450044293,pascolo_5,2025,sentinel-2,,,
2025-11-02,0.6685,,,,pascolo_5,2025,sentinel-1-conformal,0.4858,0.8512,medium
2025-11-05,0.7146610390040841,0.1385617830715791,0.1075611902728188,0.1615868521247544,pascolo_5,2025,sentinel-2,,,
2025-11-07,0.6749,,,,pascolo_5,2025,sentinel-1-conformal,0.4922,0.8576,medium
2025-11-08,0.0654920772131126,0.0784591120220894,0.6491689617909714,0.0601026710494896,pascolo_5,2025,sentinel-2,,,
2025-11-10,0.7256460764415139,0.1422171742192494,0.6601539992284012,0.06375806219716,pascolo_5,2025,sentinel-2,,,
2025-11-12,0.7326,,,,pascolo_5,2025,sentinel-1-conformal,0.5499,0.9153,medium
2025-11-13,0.7338162630424199,0.1529494538261157,0.0091358406606762,0.0157991104344527,pascolo_5,2025,sentinel-2,,,
2025-11-17,0.636,,,,pascolo_5,2025,sentinel-1-conformal,0.4533,0.8187,medium
2025-11-23,-0.001186606190466,0.8220583678981913,0.7350028692328859,0.6691089140720755,pascolo_5,2025,sentinel-2,,,
2025-11-27,0.6026,,,,pascolo_5,2025,sentinel-1-conformal,0.4199,0.7853,medium
2025-11-28,0.0213476860127536,0.1720501196088934,0.0225342922032197,0.6500082482892978,pascolo_5,2025,sentinel-2,,,
2025-12-02,0.6196,,,,pascolo_5,2025,sentinel-1-conformal,0.419,0.8201,medium
2025-12-03,0.4527830910223552,0.1114981372556396,0.4314354050096015,0.0605519823532538,pascolo_5,2025,sentinel-2,,,
2025-12-07,0.6976,,,,pascolo_5,2025,sentinel-1-conformal,0.497,0.8981,medium
2025-12-08,0.6247186002722553,0.1737605503212483,0.1719355092499001,0.0622624130656087,pascolo_5,2025,sentinel-2,,,
2025-12-10,0.7032907386236634,0.2024666326089771,0.078572138351408,0.0287060822877287,pascolo_5,2025,sentinel-2,,,
2025-12-12,0.7807,,,,pascolo_5,2025,sentinel-1-conformal,0.5802,0.9813,medium
2025-12-13,0.6928510150852718,0.2143784090677603,0.015949617660474,0.0170026343492885,pascolo_5,2025,sentinel-2,,,
2025-12-15,0.5840755760237201,0.1616957550446084,0.1087754390615517,0.0526826540231518,pascolo_5,2025,sentinel-2,,,
2025-12-17,0.7514,,,,pascolo_5,2025,sentinel-1-conformal,0.5509,0.952,medium
2025-12-27,0.7438336918708023,0.3280429205063647,0.1597581158470822,0.1663471654617563,pascolo_5,2025,sentinel-2,,,
2025-12-28,0.7499903093600305,0.211727116435338,0.0061566174892282,0.1163158040710266,pascolo_5,2025,sentinel-2,,,
2025-12-30,0.7254353065317565,0.1903763667836308,0.024555002828274,0.0213507496517072,pascolo_5,2025,sentinel-2,,,
