date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno
2026-01-27,0.1789540643648564,0.1086476831146935,,,bianchi_campo_b,2026
2026-02-13,0.0162993859679095,0.1647368238416459,0.1626546783969468,0.0560891407269524,bianchi_campo_b,2026
2026-02-21,0.6041219189372616,0.1677929982017864,0.587822532969352,0.0030561743601404,bianchi_campo_b,2026
2026-02-23,-0.0162816118586468,0.1845359177755317,0.6204035307959085,0.0167429195737452,bianchi_campo_b,2026
2026-02-26,0.6428461565766337,0.1335582205212446,0.6591277684352805,0.050977697254287,bianchi_campo_b,2026
2026-02-28,0.6521284727785772,0.1537841715415113,0.0092823162019435,0.0202259510202667,bianchi_campo_b,2026
2026-03-07,0.6427146924025624,0.1419677319820243,0.0094137803760148,0.0118164395594869,bianchi_campo_b,2026
2026-03-10,0.6551673989865322,0.1491496424807314,0.0073276948268873,0.0005771487713481,bianchi_campo_b,2026
2026-03-17,0.6619827676411866,0.1618277705858426,0.0068153686546543,0.0126781281051112,bianchi_campo_b,2026
2026-03-20,0.0556341871221241,0.1013609592000435,0.0677127556648208,0.0753494577473093,bianchi_campo_b,2026
2026-03-23,0.0040238352077136,0.1107316047488835,0.0516103519144104,0.00937064554884,bianchi_campo_b,2026
2026-03-25,0.6560613355879213,0.163400184058551,0.6520375003802077,0.0526685793096674,bianchi_campo_b,2026
2026-03-28,0.6869251679469807,0.2056587752659798,0.0308638323590593,0.0422585912074288,bianchi_campo_b,2026
2026-04-04,0.6728601697677511,0.172710627127958,0.0140649981792295,0.0329481481380218,bianchi_campo_b,2026
2026-04-06,0.5566180039960702,0.1872111477335143,0.1162421657716809,0.0145005206055562,bianchi_campo_b,2026
2026-04-07,0.6853709729046321,0.1841040963136001,0.1287529689085619,0.0031070514199141,bianchi_campo_b,2026
2026-04-09,0.6960689398776672,0.2023719084191707,0.0010934732771152,0.0016440677705988,bianchi_campo_b,2026
2026-04-16,0.6871676470144176,0.2688789874996156,,,bianchi_campo_b,2026
2026-04-17,0.013959465609500097,0.1504049578860985,0.6732081814049174,0.11847402961351708,bianchi_campo_b,2026
2026-04-19,0.6998375368537261,0.24582166852517234,0.013433528339764633,0.007450773326350052,bianchi_campo_b,2026
