date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2026-01-01,0.7432,,,,pascolo_1,2026,sentinel-1-conformal,0.5426,0.9437,medium
2026-01-06,0.7096,,,,pascolo_1,2026,sentinel-1-conformal,0.509,0.9101,medium
2026-01-11,0.4787,,,,pascolo_1,2026,sentinel-1-conformal,0.2782,0.6793,medium
2026-01-16,0.7312,,,,pascolo_1,2026,sentinel-1-conformal,0.5306,0.9317,medium
2026-01-26,0.6837,,,,pascolo_1,2026,sentinel-1-conformal,0.4831,0.8842,medium
2026-01-27,0.7503242446139254,0.2947222857640995,,,pascolo_1,2026,sentinel-2,,,
2026-01-31,0.7972,,,,pascolo_1,2026,sentinel-1-conformal,0.5966,0.9977,medium
2026-02-05,0.7869,,,,pascolo_1,2026,sentinel-1-conformal,0.5863,0.9874,medium
2026-02-10,0.8394,,,,pascolo_1,2026,sentinel-1-conformal,0.6388,1.0,medium
2026-02-13,0.8262253876845179,0.3338713096324296,0.0759011430705924,0.0391490238683301,pascolo_1,2026,sentinel-2,,,
2026-02-15,0.8394,,,,pascolo_1,2026,sentinel-1-conformal,0.6389,1.0,medium
2026-02-21,0.8077474156071909,0.3759978931734549,0.018477972077327,0.0421265835410252,pascolo_1,2026,sentinel-2,,,
2026-02-23,0.7937036771272246,0.2948876684779764,0.0205434637365133,0.0605302374066192,pascolo_1,2026,sentinel-2,,,
2026-02-25,0.8092,,,,pascolo_1,2026,sentinel-1-conformal,0.6087,1.0,medium
2026-02-26,0.8092,,,,pascolo_1,2026,sentinel-1-conformal-imputed,0.6087,1.0,medium
2026-02-28,0.8339935721877569,0.3704583935313693,0.4681729051328887,0.2558934036602164,pascolo_1,2026,sentinel-2,,,
2026-03-02,0.8213,,,,pascolo_1,2026,sentinel-1-conformal,0.6854,0.9573,high
2026-03-07,0.8251235416799994,0.3991979854697655,0.0088700305077575,0.0287395919383962,pascolo_1,2026,sentinel-2,,,
2026-03-10,0.7323326948742417,0.3443329053304768,0.0927908468057576,0.0548650801392887,pascolo_1,2026,sentinel-2,,,
2026-03-12,0.7881,,,,pascolo_1,2026,sentinel-1-conformal,0.6522,0.9241,high
2026-03-17,0.7902,,,,pascolo_1,2026,sentinel-1-conformal-imputed,0.6543,0.9262,high
2026-03-20,0.765,,,,pascolo_1,2026,sentinel-1-conformal-imputed,0.6291,0.9009,high
2026-03-23,0.755540751362068,0.4201212201710891,0.6462937944898512,0.3063428559628232,pascolo_1,2026,sentinel-2,,,
2026-03-25,0.8639337734646362,0.4255800912413872,0.1083930221025681,0.005458871070298,pascolo_1,2026,sentinel-2,,,
2026-03-27,0.6939,,,,pascolo_1,2026,sentinel-1-conformal,0.558,0.8298,high
2026-03-28,0.8582,,,,pascolo_1,2026,sentinel-1-conformal-imputed,0.7222,0.9941,high
2026-04-01,0.6386,,,,pascolo_1,2026,sentinel-1-conformal,0.5026,0.7745,high
2026-04-04,0.8578519307562772,0.4179775840032882,0.92541253492794,0.5252940795766259,pascolo_1,2026,sentinel-2,,,
2026-04-06,0.8275281513566274,0.399104389371871,0.0303237793996498,0.0188731946314172,pascolo_1,2026,sentinel-2,,,
2026-04-07,0.8561051996146463,0.4142303809369443,0.0285770482580188,0.0151259915650733,pascolo_1,2026,sentinel-2,,,
2026-04-09,0.8401732486113918,0.4257982986774199,0.0159319510032545,0.0115679177404755,pascolo_1,2026,sentinel-2,,,
2026-04-11,0.7327,,,,pascolo_1,2026,sentinel-1-conformal,0.5968,0.8686,high
2026-04-16,0.527,,,,pascolo_1,2026,sentinel-1-conformal-imputed,0.391,0.6629,high
