date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2024-01-06,0.7113,,,,rossi_campo,2024,sentinel-1-conformal,0.5107,0.9118,medium
2024-01-16,0.2799,,,,rossi_campo,2024,sentinel-1-conformal,0.0793,0.4804,medium
2024-01-20,0.6207,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.4201,0.8212,medium
2024-01-23,0.6122738559680195,0.2135391801131198,0.3724600077712461,0.4200071503620197,rossi_campo,2024,sentinel-2,,,
2024-01-25,0.5994,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.3988,0.7999,medium
2024-01-28,0.6823815496193789,0.0996126346849434,0.6893851702536622,0.0357954478048507,rossi_campo,2024,sentinel-2,,,
2024-01-30,0.6623425591396038,0.0919536676295871,0.020038990479775,0.0076589670553562,rossi_campo,2024,sentinel-2,,,
2024-01-31,0.4484,,,,rossi_campo,2024,sentinel-1-conformal,0.2478,0.6489,medium
2024-02-02,0.6574824793232165,0.0913572166592489,0.0048600798163873,0.0005964509703382,rossi_campo,2024,sentinel-2,,,
2024-02-10,0.7382,,,,rossi_campo,2024,sentinel-1-conformal,0.5376,0.9387,medium
2024-02-14,0.6987221105461101,0.1434584836600491,0.0412396312228936,0.0521012670008002,rossi_campo,2024,sentinel-2,,,
2024-02-17,0.6859043496309758,0.1333860147184257,0.0128177609151343,0.0100724689416234,rossi_campo,2024,sentinel-2,,,
2024-02-19,0.4023590812620217,0.0815762115087859,0.283545268368954,0.0518098032096397,rossi_campo,2024,sentinel-2,,,
2024-02-20,0.7531,,,,rossi_campo,2024,sentinel-1-conformal,0.5525,0.9536,medium
2024-03-05,0.6974847813059223,0.2307804379254832,0.2951257000439005,0.1492042264166972,rossi_campo,2024,sentinel-2,,,
2024-03-06,0.7338,,,,rossi_campo,2024,sentinel-1-conformal,0.5979,0.8698,high
2024-03-08,0.5133442610242068,0.1587406037082195,0.1841405202817154,0.0720398342172637,rossi_campo,2024,sentinel-2,,,
2024-03-16,0.521,,,,rossi_campo,2024,sentinel-1-conformal,0.3851,0.6569,high
2024-03-20,0.7897052377315329,0.2808222557730683,0.276360976707326,0.1220816520648487,rossi_campo,2024,sentinel-2,,,
2024-03-25,0.8165238086676205,0.3272983358223726,0.0268185709360876,0.0464760800493043,rossi_campo,2024,sentinel-2,,,
2024-03-30,0.5845500411906642,0.239356505727272,0.2319737674769563,0.0879418300951006,rossi_campo,2024,sentinel-2,,,
2024-03-31,0.7714,,,,rossi_campo,2024,sentinel-1-conformal,0.6354,0.9073,high
2024-04-02,0.8509778586497286,0.3871712761817006,0.2664278174590644,0.1478147704544286,rossi_campo,2024,sentinel-2,,,
2024-04-04,0.7682,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.6323,0.9041,high
2024-04-09,0.7320651322258289,0.3230978534391965,0.6005462783751405,0.2154558150908336,rossi_campo,2024,sentinel-2,,,
2024-04-10,0.7043,,,,rossi_campo,2024,sentinel-1-conformal,0.5684,0.8403,high
2024-04-11,0.8114,,,,rossi_campo,2024,sentinel-1-conformal,0.6755,0.9473,high
2024-04-12,0.8574881714556603,0.4147410472616379,0.1254230392298313,0.0916431938224414,rossi_campo,2024,sentinel-2,,,
2024-04-14,0.8570755944040584,0.4003691691145769,0.0004125770516018,0.014371878147061,rossi_campo,2024,sentinel-2,,,
2024-04-20,0.6,,,,rossi_campo,2024,sentinel-1-conformal,0.464,0.7359,high
2024-04-21,0.692,,,,rossi_campo,2024,sentinel-1-conformal,0.5561,0.828,high
2024-04-29,0.773139852672807,0.4458894984240774,0.0839357417312514,0.0455203293095005,rossi_campo,2024,sentinel-2,,,
2024-05-05,0.8313,,,,rossi_campo,2024,sentinel-1-conformal,0.6953,0.9672,high
2024-05-06,0.8048,,,,rossi_campo,2024,sentinel-1-conformal,0.6688,0.9407,high
2024-05-12,0.5139837082584292,0.2766751306448081,0.2591561444143778,0.1692143677792693,rossi_campo,2024,sentinel-2,,,
2024-05-14,0.6925,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.5566,0.8285,high
2024-05-15,0.6451,,,,rossi_campo,2024,sentinel-1-conformal,0.5092,0.781,high
2024-05-16,0.7406,,,,rossi_campo,2024,sentinel-1-conformal,0.6046,0.8765,high
2024-05-22,0.8178,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.6819,0.9537,high
2024-05-24,0.8596484063786092,0.4815259755932932,0.6638656961656313,0.2212016989435599,rossi_campo,2024,sentinel-2,,,
2024-05-26,0.8443,,,,rossi_campo,2024,sentinel-1-conformal,0.7083,0.9802,high
2024-05-27,0.8457980239886522,0.4752654249554336,0.0138503823899569,0.0062605506378596,rossi_campo,2024,sentinel-2,,,
2024-05-30,0.8104,,,,rossi_campo,2024,sentinel-1-conformal,0.6744,0.9463,high
2024-06-01,0.838656183640029,0.4854428679620746,0.0071418403486231,0.010177443006641,rossi_campo,2024,sentinel-2,,,
2024-06-03,0.638,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.538,0.738,high
2024-06-06,0.8251952613478538,0.4365261423778679,0.4050358910810431,0.226028078926933,rossi_campo,2024,sentinel-2,,,
2024-06-09,0.6738,,,,rossi_campo,2024,sentinel-1-conformal,0.5738,0.7738,high
2024-06-10,0.6981,,,,rossi_campo,2024,sentinel-1-conformal,0.5981,0.7981,high
2024-06-11,0.5697213131526426,0.3688492654933724,0.2554739481952112,0.0676768768844955,rossi_campo,2024,sentinel-2,,,
2024-06-16,0.486735895342768,0.0632106153322541,0.0829854178098745,0.3056386501611182,rossi_campo,2024,sentinel-2,,,
2024-06-18,0.4399737570998868,0.0186667547275045,0.0467621382428812,0.0445438606047496,rossi_campo,2024,sentinel-2,,,
2024-06-19,0.491,,,,rossi_campo,2024,sentinel-1-conformal,0.391,0.591,high
2024-06-20,0.4995,,,,rossi_campo,2024,sentinel-1-conformal,0.3995,0.5995,high
2024-06-26,0.5051,,,,rossi_campo,2024,sentinel-1-conformal-imputed,0.4051,0.6051,high
