date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno
2026-01-27,0.3879092161632872,0.0716702967634838,,,rossi_campo_a,2026
2026-02-13,0.5040363653022811,0.0364619670095592,0.1161271491389939,0.0352083297539245,rossi_campo_a,2026
2026-02-21,0.5372260354964578,-0.0355315112999785,0.0331896701941766,0.0719934783095378,rossi_campo_a,2026
2026-02-23,0.007440991912682,0.1402085463693831,0.5297850435837758,0.1757400576693616,rossi_campo_a,2026
2026-02-26,0.536127075915696,-0.0303682044170323,0.528686084003014,0.1705767507864154,rossi_campo_a,2026
2026-02-28,0.4892849012558471,-0.0282186760541771,0.0468421746598488,0.0021495283628551,rossi_campo_a,2026
2026-03-07,0.4804006227651264,-0.0112785669151526,0.0088842784907206,0.0169401091390245,rossi_campo_a,2026
2026-03-10,0.5120716527857829,-0.0152582448198212,0.0119873353703162,0.008375001522388,rossi_campo_a,2026
2026-03-17,0.4851003344487801,-0.0201653176095296,0.0269713183370028,0.0049070727897084,rossi_campo_a,2026
2026-03-20,0.0159257404248996,0.1396008518206698,0.4609933630102859,0.1418534026879481,rossi_campo_a,2026
2026-03-23,0.2844920555358626,0.0783566455910052,0.268566315110963,0.0612442062296645,rossi_campo_a,2026
2026-03-25,0.5169299918156358,-0.0277834017292351,0.2324379362797731,0.1061400473202403,rossi_campo_a,2026
2026-03-28,0.5601871163716918,-0.0315649539633882,0.043257124556056,0.0037815522341531,rossi_campo_a,2026
2026-04-04,0.5545957934251284,-0.0334118252824846,0.0055913229465633,0.0018468713190964,rossi_campo_a,2026
2026-04-06,0.5138569571797404,0.0166788623197761,0.0407388362453879,0.0500906876022608,rossi_campo_a,2026
2026-04-07,0.5909749103609372,0.005782758407236,0.0771179531811967,0.0108961039125401,rossi_campo_a,2026
2026-04-09,0.639663517571419,0.0610455350737706,0.0120587958315556,0.0083475784061456,rossi_campo_a,2026
2026-04-16,0.7417214257784226,0.20299889872558655,,,rossi_campo_a,2026
2026-04-17,0.7866244161204824,0.24155902817690017,0.0449029903420598,0.038560129451313624,rossi_campo_a,2026
2026-04-19,0.8070600912014828,0.2962453271298527,0.023575338999249573,0.01736622254312231,rossi_campo_a,2026
