date,mean_ndvi,mean_ndwi,delta_abs_ndvi,delta_abs_ndwi,campo,anno,source,ndvi_lower_90,ndvi_upper_90,confidence
2025-01-01,0.6129,,,,bianchi_campo,2025,sentinel-1-conformal,0.4123,0.8134,medium
2025-01-04,0.7938899148665012,0.4036028048445814,,,bianchi_campo,2025,sentinel-2,,,
2025-01-11,0.7728,,,,bianchi_campo,2025,sentinel-1-conformal,0.5722,0.9733,medium
2025-01-17,0.2727,,,,bianchi_campo,2025,sentinel-1-conformal-imputed,0.0722,0.4733,medium
2025-01-21,0.0923,,,,bianchi_campo,2025,sentinel-1-conformal,-0.1083,0.2928,medium
2025-02-03,0.7491,,,,bianchi_campo,2025,sentinel-1-conformal-imputed,0.5486,0.9497,medium
2025-02-05,0.4761,,,,bianchi_campo,2025,sentinel-1-conformal,0.2756,0.6767,medium
2025-02-06,0.6826181576162126,0.219676949761015,0.6763734029986646,0.0657793129082666,bianchi_campo,2025,sentinel-2,,,
2025-02-15,0.4077,,,,bianchi_campo,2025,sentinel-1-conformal,0.2071,0.6082,medium
2025-02-16,0.468509599218434,0.4462853924559771,0.2141085583977786,0.226608442694962,bianchi_campo,2025,sentinel-2,,,
2025-02-21,0.7088917059792276,0.2152516573466232,0.2403821067607935,0.2310337351093539,bianchi_campo,2025,sentinel-2,,,
2025-03-02,0.6318,,,,bianchi_campo,2025,sentinel-1-conformal,0.4958,0.7677,high
2025-03-03,0.731014705904802,0.2931191077134759,0.0221229999255744,0.0778674503668527,bianchi_campo,2025,sentinel-2,,,
2025-03-05,0.7322595836232786,0.2398756585715799,0.0012448777184765,0.0532434491418959,bianchi_campo,2025,sentinel-2,,,
2025-03-08,0.5417085292409414,0.2679151108374254,0.1905510543823372,0.0280394522658454,bianchi_campo,2025,sentinel-2,,,
2025-03-10,0.7479338652578301,0.313984077711308,0.2062253360168887,0.0460689668738826,bianchi_campo,2025,sentinel-2,,,
2025-03-12,0.6764,,,,bianchi_campo,2025,sentinel-1-conformal,0.5404,0.8123,high
